#! FIELDS phi psi file.free der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  64
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  35
#! SET periodic_psi true
   -3.141592654   -3.141592654  -77.895468937  -48.774350490   17.452657446
   -3.043417883   -3.141592654  -82.254681344  -39.911321997   17.395097509
   -2.945243113   -3.141592654  -85.707353876  -30.396883592   17.183012553
   -2.847068342   -3.141592654  -88.217538643  -20.768173918   16.971645408
   -2.748893572   -3.141592654  -89.798367242  -11.564459282   16.894237733
   -2.650718801   -3.141592654  -90.517755905   -3.337420893   17.051792441
   -2.552544031   -3.141592654  -90.498587431    3.413502792   17.503384470
   -2.454369261   -3.141592654  -89.904823030    8.273611521   18.247861862
   -2.356194490   -3.141592654  -88.930905374   11.224413765   19.228712011
   -2.258019720   -3.141592654  -87.747728098   12.570880477   20.323396334
   -2.159844949   -3.141592654  -86.484824636   12.923903850   21.391151153
   -2.061670179   -3.141592654  -85.214931124   12.795466688   22.314623923
   -1.963495408   -3.141592654  -83.976984334   12.216706613   23.038610415
   -1.865320638   -3.141592654  -82.825333874   11.026966535   23.591246388
   -1.767145868   -3.141592654  -81.823782937    9.114437776   24.091106712
   -1.668971097   -3.141592654  -81.024918606    7.076342099   24.739072730
   -1.570796327   -3.141592654  -80.384021354    6.147438312   25.783577498
   -1.472621556   -3.141592654  -79.715991614    7.871710202   27.475631319
   -1.374446786   -3.141592654  -78.703692199   13.213107145   29.992012875
   -1.276272016   -3.141592654  -76.991118926   22.016516044   33.361523325
   -1.178097245   -3.141592654  -74.292350719   33.087963966   37.412689866
   -1.079922475   -3.141592654  -70.458406868   44.857852259   41.757132084
   -0.981747704   -3.141592654  -65.487262767   56.087975163   45.824573723
   -0.883572934   -3.141592654  -59.488029846   65.588360232   48.973420499
   -0.785398163   -3.141592654  -52.695704451   72.020128122   50.671032245
   -0.687223393   -3.141592654  -45.481990812   73.978585693   50.614924678
   -0.589048623   -3.141592654  -38.326482555   70.803276652   48.774754926
   -0.490873852   -3.141592654  -31.712072706   63.232173945   45.317896257
   -0.392699082   -3.141592654  -25.989496952   52.956702896   40.485220755
   -0.294524311   -3.141592654  -21.337176337   41.645581158   34.488593524
   -0.196349541   -3.141592654  -17.811753371   30.001034104   27.478482988
   -0.098174770   -3.141592654  -15.456510968   17.634382298   19.580204524
    0.000000000   -3.141592654  -14.383790582    3.838348867   10.964525077
    0.098174770   -3.141592654  -14.757477345  -11.808587870    1.909916467
    0.196349541   -3.141592654  -16.739734832  -28.788878852   -7.133048141
    0.294524311   -3.141592654  -20.399419422  -45.660200929  -15.550786892
    0.392699082   -3.141592654  -25.623224445  -60.260270104  -22.664173708
    0.490873852   -3.141592654  -32.070336750  -70.158595323  -27.852949442
    0.589048623   -3.141592654  -39.177816199  -73.438283981  -30.695605352
    0.687223393   -3.141592654  -46.241930941  -69.255663243  -31.061730273
    0.785398163   -3.141592654  -52.545684198  -58.150104184  -29.157130042
    0.883572934   -3.141592654  -57.483798208  -41.761739702  -25.516592014
    0.981747704   -3.141592654  -60.645355986  -22.363245442  -20.919058928
    1.079922475   -3.141592654  -61.857946592   -2.464895415  -16.211551412
    1.178097245   -3.141592654  -61.191962500   15.522551653  -12.101725056
    1.276272016   -3.141592654  -58.933761306   29.732881003   -8.976766505
    1.374446786   -3.141592654  -55.508010250   39.254043328   -6.864543680
    1.472621556   -3.141592654  -51.375788016   44.207870988   -5.503451325
    1.570796327   -3.141592654  -46.955568240   45.246022149   -4.485369984
    1.668971097   -3.141592654  -42.596438530   42.991339278   -3.418778753
    1.767145868   -3.141592654  -38.601691799   37.877541629   -2.038164948
    1.865320638   -3.141592654  -35.233694080   30.315394735   -0.257798494
    1.963495408   -3.141592654  -32.704414651   20.856065159    1.813681665
    2.061670179   -3.141592654  -31.175735360   10.016789888    3.938152461
    2.159844949   -3.141592654  -30.769309688   -2.063062480    5.851451246
    2.258019720   -3.141592654  -31.609727197  -15.317065726    7.399520354
    2.356194490   -3.141592654  -33.794460987  -29.296742071    8.622180180
    2.454369261   -3.141592654  -37.339184152  -42.758369810    9.732101489
    2.552544031   -3.141592654  -42.112594014  -54.045717511   10.958358344
    2.650718801   -3.141592654  -47.830307331  -61.832693755   12.404496130
    2.748893572   -3.141592654  -54.116425538  -65.592172222   13.966376988
    2.847068342   -3.141592654  -60.580088578  -65.546369817   15.417656915
    2.945243113   -3.141592654  -66.876110043  -62.254340476   16.533829962
