  -1.7819055335   -1.7966587249    2.0947667494
  -2.8319055335   -1.7966587249    1.8134200974
  -2.3069055335   -2.7059853988    1.8134200974
  -1.2569055335   -2.7059853988    1.8134200974
  -0.2519569796   -2.7798969576   -1.0552332506
  -2.3069055335   -2.7059853988   -1.8238865985
  -1.2569055335   -2.7059853988   -1.8238865985
  -1.7819055335   -1.7966587249   -2.1052332506
  -2.8204474410   -0.9714019649    1.9664906780
  -3.8704474410   -0.9714019649    1.6851440260
  -3.3454474410   -1.8807286389    1.6851440260
  -1.7704474410   -0.9714019649   -1.9521626699
  -3.8704474410   -0.9714019649   -1.9521626699
  -3.3454474410   -1.8807286389   -1.9521626699
  -2.8204474410   -0.9714019649   -2.2335093220
  -2.4791865328    0.2879656307    1.9058055126
  -1.9541865328    1.1972923047    1.6244588605
  -3.0041865328    1.1972923047    1.6244588605
  -3.5291865328    0.2879656307    1.6244588605
  -3.6701511991    1.6624121243    0.8558055126
  -4.2241716416    0.8003394884    0.8558055126
  -4.0510591040    1.6805232130   -0.1941944874
  -4.5181643494    0.7905285257   -0.1941944874
  -3.6701511991    1.6624121243   -1.2441944874
  -4.2241716416    0.8003394884   -1.2441944874
  -1.9541865328    1.1972923047   -2.0128478354
  -3.0041865328    1.1972923047   -2.0128478354
  -3.5291865328    0.2879656307   -2.0128478354
  -2.4791865328    0.2879656307   -2.2941944874
  -1.1312458117    0.2684933782    2.0016117986
  -0.0812458117    0.2684933782    1.7202651465
  -1.6562458117    1.1778200521    1.7202651465
  -0.0812458117    0.2684933782   -1.9170415494
  -1.6562458117    1.1778200521   -1.9170415494
  -1.6562458117   -0.6408332958   -1.9170415494
  -1.1312458117    0.2684933782   -2.1983882014
  -0.6608110054   -0.9945097019    2.1197161223
  -0.1358110054   -0.0851830279    1.8383694703
  -0.1358110054   -1.9038363759   -1.7989372256
  -0.6608110054   -0.9945097019   -2.0802838777
   0.7295176603   -1.3163295433    2.2384352745
   1.7795176603   -1.3163295433    1.9570886224
   0.2045176603   -0.4070028693    1.9570886224
   0.2045176603   -2.2256562173    1.9570886224
   1.7795176603   -1.3163295433   -1.6802180734
   0.2045176603   -2.2256562173   -1.6802180734
   0.7295176603   -1.3163295433   -1.9615647255
   1.1811090169   -2.4233103675    2.2046729038
   2.1611090169   -2.4233103675    1.9420826952
   0.2011090169   -2.4233103675    1.9420826952
   0.6911090169   -3.2720152632    1.9420826952
   1.6711090169   -3.2720152632    1.9420826952
  -0.1921243508   -3.4210228099    1.2246729038
   0.6565805449   -4.0376430104    1.2246729038
   1.7056374889   -4.0376430104    1.2246729038
   2.5543423846   -3.4210228099    1.2246729038
   0.2011090169   -4.1207201589    0.2446729038
   1.1811090169   -4.3833103675    0.2446729038
   2.1611090169   -4.1207201589    0.2446729038
   2.8785188083   -3.4033103675    0.2446729038
  -0.1921243508   -3.4210228099   -0.7353270962
   0.6565805449   -4.0376430104   -0.7353270962
   1.7056374889   -4.0376430104   -0.7353270962
   2.5543423846   -3.4210228099   -0.7353270962
   2.1611090169   -2.4233103675   -1.4527368876
   0.6911090169   -3.2720152632   -1.4527368876
   1.6711090169   -3.2720152632   -1.4527368876
   1.1811090169   -2.4233103675   -1.7153270962
   1.5198191868   -0.1678649829    2.2159437944
   0.4698191868   -0.1678649829    1.9345971424
   0.4698191868   -0.1678649829   -1.7027095535
   2.0448191868   -1.0771916569   -1.7027095535
   1.5198191868   -0.1678649829   -1.9840562056
   1.0639487508    1.1424883929    2.0988100758
   2.1139487508    1.1424883929    1.8174634238
   0.5389487508    2.0518150669    1.8174634238
   2.1139487508    1.1424883929   -1.8198432721
   0.5389487508    0.2331617189   -1.8198432721
   1.0639487508    1.1424883929   -2.1011899242
   1.8332595442    2.0610917516    1.9551990875
   2.8132595442    2.0610917516    1.6926088789
   2.3232595442    2.9097966473    1.6926088789
   1.3432595442    2.9097966473    1.6926088789
   3.5306693356    2.0610917516    0.9751990875
   3.2064929119    3.0588041941    0.9751990875
   2.3577880162    3.6754243945    0.9751990875
   1.3087310723    3.6754243945    0.9751990875
   3.7932595442    2.0610917516   -0.0048009125
   3.5306693356    3.0410917516   -0.0048009125
   2.8132595442    3.7585015430   -0.0048009125
   1.8332595442    4.0210917516   -0.0048009125
   3.5306693356    2.0610917516   -0.9848009125
   3.2064929119    3.0588041941   -0.9848009125
   2.3577880162    3.6754243945   -0.9848009125
   1.3087310723    3.6754243945   -0.9848009125
   2.8132595442    2.0610917516   -1.7022107039
   2.3232595442    2.9097966473   -1.7022107039
   1.3432595442    2.9097966473   -1.7022107039
   2.3232595442    1.2123868559   -1.7022107039
   1.8332595442    2.0610917516   -1.9648009125
  -0.2894157821    1.3478777253    1.9871965941
  -1.3394157821    1.3478777253    1.7058499421
  -1.3394157821    1.3478777253   -1.9314567538
   0.2355842179    0.4385510513   -1.9314567538
  -0.2894157821    1.3478777253   -2.2128034059
