#! FIELDS phi metad.bias der_phi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  113
#! SET periodic_phi true
   -3.141592654   92.685688250   43.892466170
   -3.085989244   95.034595596   40.047480024
   -3.030385834   97.159938958   35.968682829
   -2.974782424   99.051156377   31.687036710
   -2.919179014  100.701338607   27.316818403
   -2.863575605  102.096406066   22.794959676
   -2.807972195  103.249221069   18.237358762
   -2.752368785  104.147323294   13.759655033
   -2.696765375  104.788191868    9.328681688
   -2.641161965  105.201530284    5.253795628
   -2.585558556  105.391276636    1.592152961
   -2.529955146  105.396210457   -1.421112887
   -2.474351736  105.257358778   -3.784703490
   -2.418748326  105.003751941   -5.412752222
   -2.363144916  104.681224789   -6.360652904
   -2.307541507  104.319831590   -6.791333262
   -2.251938097  103.946885208   -6.656800029
   -2.196334687  103.582228186   -6.219939887
   -2.140731277  103.254188242   -5.573303754
   -2.085127867  102.970673372   -4.496536350
   -2.029524458  102.757524082   -3.205053518
   -1.973921048  102.634434421   -1.439785013
   -1.918317638  102.601882181    0.555512147
   -1.862714228  102.696419970    2.959618554
   -1.807110818  102.925829961    5.421632857
   -1.751507409  103.297401818    7.860007151
   -1.695903999  103.786400311    9.715023608
   -1.640300589  104.359061039   10.851718151
   -1.584697179  104.964155977   10.719504669
   -1.529093769  105.520020022    9.208053607
   -1.473490360  105.952654986    6.285307981
   -1.417886950  106.192673472    2.200128203
   -1.362283540  106.179032261   -2.610955770
   -1.306680130  105.880481379   -7.865316335
   -1.251076720  105.285508755  -13.234750277
   -1.195473311  104.405407080  -18.180309235
   -1.139869901  103.275894281  -22.360849116
   -1.084266491  101.918445621  -25.877789593
   -1.028663081  100.392424781  -28.761968474
   -0.973059671   98.722341420  -31.097424509
   -0.917456262   96.937694240  -33.007744331
   -0.861852852   95.049635493  -34.609575592
   -0.806249442   93.078433265  -35.967159814
   -0.750646032   91.044196420  -37.061643431
   -0.695042622   88.951035559  -37.852148588
   -0.639439213   86.829026477  -38.192511370
   -0.583835803   84.708578012  -37.882315393
   -0.528232393   82.628519213  -36.705647335
   -0.472628983   80.641425217  -34.750621621
   -0.417025573   78.780037081  -31.964259645
   -0.361422164   77.083513675  -28.520193336
   -0.305818754   75.604276945  -24.530517096
   -0.250215344   74.356488269  -20.090278419
   -0.194611934   73.368598279  -15.374975518
   -0.139008524   72.652771893  -10.399122049
   -0.083405115   72.215163232   -5.233163817
   -0.027801705   72.075978956    0.199672262
    0.027801705   72.242034414    5.817601567
    0.083405115   72.726897382   11.496060575
    0.139008524   73.520519042   17.208485889
    0.194611934   74.639323365   22.717351612
    0.250215344   76.046538812   27.682212002
    0.305818754   77.709529262   31.917346249
    0.361422164   79.576697605   35.102794885
    0.417025573   81.591935445   37.276476314
    0.472628983   83.706391560   38.425905354
    0.528232393   85.863162400   38.764744992
    0.583835803   88.010207074   38.379989979
    0.639439213   90.115107225   37.325080052
    0.695042622   92.139831261   35.498227504
    0.750646032   94.056234108   32.947962293
    0.806249442   95.795233477   29.491604995
    0.861852852   97.311485458   24.989508207
    0.917456262   98.550143305   19.285354136
    0.973059671   99.432655470   12.549180014
    1.028663081   99.918757805    4.967889938
    1.084266491   99.964031129   -3.312435744
    1.139869901   99.541300845  -11.828220974
    1.195473311   98.639707098  -20.386361032
    1.251076720   97.272821237  -28.699215651
    1.306680130   95.448955116  -36.697175280
    1.362283540   93.192363638  -44.200807946
    1.417886950   90.541215674  -50.844370197
    1.473490360   87.536748882  -56.739743246
    1.529093769   84.234376031  -61.630262830
    1.584697179   80.693455783  -65.337365818
    1.640300589   76.986369084  -67.619708399
    1.695903999   73.198058601  -68.320636472
    1.751507409   69.419614951  -67.233841297
    1.807110818   65.752056938  -64.356931632
    1.862714228   62.289024870  -59.826048227
    1.918317638   59.125019304  -53.625247649
    1.973921048   56.346239791  -45.915938489
    2.029524458   54.027110215  -36.931690196
    2.085127867   52.247689353  -27.030105051
    2.140731277   51.034819612  -16.353305764
    2.196334687   50.429846770   -5.362584012
    2.251938097   50.441571535    5.614513839
    2.307541507   51.055524730   16.359263039
    2.363144916   52.242264746   26.250507891
    2.418748326   53.963005241   35.304351051
    2.474351736   56.143445997   43.070883064
    2.529955146   58.725943764   49.486873170
    2.585558556   61.624926370   54.357239412
    2.641161965   64.754525151   57.752997953
    2.696765375   68.039547071   59.868432491
    2.752368785   71.396732944   60.655566286
    2.807972195   74.772719071   60.286528261
    2.863575605   78.095250128   58.953277974
    2.919179014   81.328568656   56.887028384
    2.974782424   84.432737861   54.302663126
    3.030385834   87.376057441   51.158979471
    3.085989244   90.132638800   47.689046276
